x y z intensity
0.493075 0.686872 -0.687870 37.000000
0.511972 0.694935 -0.705790 50.000000
0.493899 0.653248 -0.672981 18.000000
0.505710 0.651868 -0.681322 40.000000
0.510432 0.641217 -0.680088 72.000000
0.527136 0.645411 -0.694813 53.000000
0.541608 0.646310 -0.706332 52.000000
0.551219 0.641088 -0.711465 44.000000
0.560251 0.635926 -0.716819 39.000000
0.582664 0.644485 -0.738071 79.000000
0.573766 0.619294 -0.720680 19.000000
0.570281 0.599686 -0.709391 33.000000
0.581757 0.596863 -0.717847 40.000000
0.604589 0.604209 -0.739114 31.000000
0.621712 0.605989 -0.754126 37.000000
0.641789 0.609983 -0.772456 32.000000
0.653761 0.605772 -0.780911 32.000000
0.671377 0.606398 -0.795966 34.000000
0.663786 0.584274 -0.781253 16.000000
0.670088 0.574695 -0.782982 35.000000
0.687781 0.574585 -0.797974 40.000000
0.705648 0.574034 -0.812986 31.000000
0.717775 0.568455 -0.821264 32.000000
0.727025 0.560363 -0.826223 35.000000
0.738649 0.554566 -0.834775 31.000000
0.759837 0.554811 -0.853049 33.000000
0.768587 0.546217 -0.858197 11.000000
0.792486 0.547958 -0.880182 28.000000
0.817142 0.548862 -0.901801 42.000000
0.829132 0.541317 -0.910239 29.000000
0.844231 0.535483 -0.922051 36.000000
0.856208 0.527380 -0.930419 35.000000
0.865082 0.517136 -0.935326 32.000000
0.873408 0.506929 -0.940538 33.000000
0.732472 0.412123 -0.784940 11.000000
0.711433 0.387762 -0.758654 62.000000
0.712173 0.376134 -0.756518 95.000000
0.719698 0.367708 -0.760889 95.000000
0.723526 0.357647 -0.762041 98.000000
0.727286 0.347553 -0.763125 95.000000
0.714481 0.329758 -0.746964 98.000000
0.711439 0.316811 -0.741031 98.000000
0.721501 0.309726 -0.748818 83.000000
0.724912 0.299627 -0.749646 95.000000
0.721183 0.286925 -0.743754 103.000000
0.727800 0.278108 -0.747905 100.000000
0.737367 0.270471 -0.755762 100.000000
0.730336 0.256579 -0.745919 100.000000
0.736403 0.247588 -0.750179 100.000000
0.732196 0.235173 -0.743952 100.000000
0.734711 0.224985 -0.744605 98.000000
0.726858 0.211786 -0.734746 87.000000
0.728886 0.201773 -0.735551 98.000000
0.738103 0.193447 -0.742978 95.000000
0.733072 0.181521 -0.736678 100.000000
0.735197 0.171347 -0.736967 98.000000
0.736967 0.161173 -0.737515 98.000000
0.738674 0.150999 -0.737966 98.000000
0.750809 0.142795 -0.748850 95.000000
0.759408 0.133649 -0.756178 98.000000
0.757106 0.122630 -0.753235 103.000000
0.765573 0.113208 -0.760440 100.000000
0.766665 0.102646 -0.760871 103.000000
0.767659 0.092083 -0.761235 100.000000
0.765341 0.081079 -0.757694 98.000000
0.766164 0.070532 -0.757892 100.000000
0.770208 0.060296 -0.761831 95.000000
0.756693 0.048752 -0.747821 76.000000
0.757311 0.038319 -0.747821 95.000000
0.761128 0.028050 -0.751527 95.000000
0.761291 0.017568 -0.751658 95.000000
0.757863 0.007053 -0.748211 93.000000
0.761454 -0.003429 -0.751723 100.000000
0.761389 -0.013911 -0.751658 100.000000
0.761291 -0.024392 -0.751495 100.000000
0.764651 -0.035004 -0.754777 98.000000
0.760572 -0.045323 -0.751266 98.000000
0.756368 -0.055545 -0.747691 95.000000
0.773724 -0.067493 -0.764776 95.000000
0.769414 -0.077779 -0.761069 98.000000
0.764714 -0.088000 -0.757562 95.000000
0.763791 -0.098514 -0.757200 98.000000
0.766301 -0.109533 -0.760242 100.000000
0.764943 -0.120129 -0.760043 98.000000
0.763785 -0.130625 -0.759447 98.000000
0.751723 -0.139203 -0.748621 87.000000
0.750156 -0.149587 -0.748197 100.000000
0.751988 -0.160653 -0.751201 98.000000
0.743303 -0.169429 -0.743660 100.000000
0.744670 -0.180576 -0.746825 103.000000
0.746280 -0.191721 -0.749593 98.000000
0.740556 -0.201147 -0.745650 100.000000
0.742015 -0.212290 -0.748314 98.000000
0.756821 -0.227768 -0.765079 95.000000
0.771446 -0.243656 -0.781780 93.000000
0.768768 -0.254299 -0.780991 91.000000
0.766022 -0.264942 -0.780167 95.000000
0.773035 -0.279294 -0.789943 98.000000
0.773490 -0.291247 -0.792394 98.000000
0.770101 -0.302044 -0.791660 98.000000
0.760327 -0.309936 -0.783638 98.000000
0.753529 -0.319088 -0.779289 90.000000
0.756614 -0.332523 -0.785246 95.000000
0.759566 -0.346074 -0.791116 95.000000
0.749238 -0.353536 -0.783124 95.000000
0.751950 -0.367131 -0.788835 98.000000
0.744802 -0.375948 -0.784182 98.000000
0.746936 -0.389805 -0.790044 95.000000
0.739667 -0.398436 -0.785291 95.000000
0.738336 -0.410637 -0.787612 60.000000
0.749600 -0.430148 -0.803436 85.000000
0.738927 -0.436786 -0.795092 98.000000
0.740381 -0.450999 -0.800555 98.000000
0.738564 -0.463361 -0.802537 95.000000
0.742822 -0.479736 -0.811230 98.000000
0.737659 -0.490137 -0.809692 89.000000
0.728896 -0.498597 -0.805079 95.000000
0.726672 -0.510974 -0.806763 61.000000
0.724294 -0.523326 -0.808433 52.000000
0.709395 -0.527053 -0.796916 95.000000
0.709863 -0.541516 -0.801782 95.000000
0.706717 -0.553959 -0.803578 86.000000
0.718017 -0.578115 -0.821889 95.000000
0.717372 -0.593168 -0.826796 72.000000
0.713692 -0.605850 -0.828323 87.000000
0.715577 -0.623466 -0.836372 38.000000
0.703218 -0.628687 -0.827845 64.000000
0.701950 -0.643850 -0.832434 87.000000
0.697826 -0.656510 -0.833670 83.000000
0.693530 -0.669134 -0.834812 95.000000
0.694525 -0.687045 -0.842429 93.000000
0.691974 -0.702686 -0.847055 91.000000
0.684634 -0.712604 -0.844714 77.000000
0.684307 -0.731019 -0.852374 34.000000
0.694775 -0.760570 -0.872548 35.000000
0.681123 -0.765118 -0.863876 95.000000
0.683362 -0.786499 -0.874114 63.000000
0.672124 -0.793656 -0.868543 68.000000
0.665806 -0.806587 -0.869341 81.000000
0.664169 -0.825470 -0.876411 46.000000
0.664592 -0.847524 -0.886605 47.000000
0.648265 -0.848223 -0.874460 30.000000
0.648260 -0.870343 -0.884485 31.000000
0.643338 -0.886371 -0.888049 36.000000
0.481733 0.680445 -0.662700 79.000000
0.500493 0.688967 -0.680385 77.000000
0.493931 0.662694 -0.663665 35.000000
0.480397 0.627251 -0.637194 41.000000
0.496780 0.632282 -0.651644 48.000000
0.505464 0.628132 -0.656919 64.000000
0.517213 0.626578 -0.665126 74.000000
0.534020 0.630676 -0.679656 55.000000
0.551054 0.634381 -0.694256 68.000000
0.568313 0.637722 -0.708824 59.000000
0.572160 0.626722 -0.707722 56.000000
0.560829 0.598675 -0.687003 33.000000
0.569617 0.593369 -0.692149 35.000000
0.584318 0.593133 -0.703437 37.000000
0.595889 0.590115 -0.711804 70.000000
0.605342 0.583996 -0.716625 36.000000
0.630813 0.593553 -0.741202 62.000000
0.651046 0.597326 -0.759305 35.000000
0.663017 0.593058 -0.767651 28.000000
0.635184 0.553757 -0.730119 35.000000
0.667014 0.566654 -0.761321 36.000000
0.681843 0.564300 -0.772815 66.000000
0.696757 0.561626 -0.784351 52.000000
0.711755 0.558629 -0.795819 32.000000
0.729811 0.557583 -0.810598 42.000000
0.753506 0.560744 -0.832326 33.000000
0.756721 0.547791 -0.830536 29.000000
0.759318 0.535037 -0.828961 34.000000
0.777692 0.532630 -0.843629 36.000000
0.798731 0.532054 -0.861995 41.000000
0.832379 0.539003 -0.893735 57.000000
0.853818 0.537227 -0.912131 36.000000
0.862748 0.527163 -0.917068 38.000000
0.852508 0.505649 -0.901744 35.000000
0.726763 0.418143 -0.764968 26.000000
0.718448 0.400737 -0.752611 62.000000
0.722906 0.390665 -0.753666 91.000000
0.730146 0.382368 -0.758345 100.000000
0.727895 0.368792 -0.752488 100.000000
0.715243 0.350652 -0.736699 100.000000
0.718918 0.340718 -0.737759 98.000000
0.719165 0.329227 -0.735381 98.000000
0.726037 0.320752 -0.739746 98.000000
0.746323 0.317811 -0.757671 60.000000
0.722759 0.296399 -0.731184 100.000000
0.732843 0.289017 -0.738776 100.000000
0.728931 0.276382 -0.732915 103.000000
0.728645 0.265015 -0.730107 103.000000
0.734776 0.256169 -0.734384 103.000000
0.737454 0.246079 -0.735200 103.000000
0.736608 0.234821 -0.732480 103.000000
0.735640 0.223594 -0.729656 51.000000
0.731103 0.211455 -0.723381 100.000000
0.736935 0.202320 -0.727341 100.000000
0.739221 0.192178 -0.727759 98.000000
0.744633 0.182899 -0.731888 100.000000
0.746477 0.172709 -0.732502 100.000000
0.748547 0.162422 -0.732729 100.000000
0.746691 0.151450 -0.729756 100.000000
0.748300 0.141212 -0.730142 95.000000
0.760507 0.132803 -0.740850 100.000000
0.747478 0.120131 -0.727547 100.000000
0.766718 0.112493 -0.745066 100.000000
0.767768 0.101995 -0.745493 103.000000
0.768752 0.091497 -0.745821 100.000000
0.769966 0.080966 -0.745821 105.000000
0.774371 0.070763 -0.749487 103.000000
0.764104 0.059380 -0.739500 56.000000
0.757605 0.048455 -0.732621 98.000000
0.761810 0.038268 -0.736061 100.000000
0.765664 0.028016 -0.739728 100.000000
0.765826 0.017551 -0.739890 98.000000
0.758732 0.007019 -0.733007 103.000000
0.765956 -0.003380 -0.739923 103.000000
0.765924 -0.013846 -0.739858 105.000000
0.773017 -0.024539 -0.746641 100.000000
0.765631 -0.034776 -0.739468 105.000000
0.768671 -0.045454 -0.742939 100.000000
0.775228 -0.056459 -0.749817 86.000000
0.774833 -0.067039 -0.749355 100.000000
0.766875 -0.076900 -0.742221 100.000000
0.772921 -0.088231 -0.749158 105.000000
0.771998 -0.098778 -0.748795 103.000000
0.771009 -0.109325 -0.748334 98.000000
0.776751 -0.120982 -0.755063 103.000000
0.772062 -0.130956 -0.751004 100.000000
0.770539 -0.141519 -0.750672 95.000000
0.765373 -0.151381 -0.746785 103.000000
0.763726 -0.161829 -0.746290 103.000000
0.765208 -0.173140 -0.749480 100.000000
0.759869 -0.182758 -0.745367 100.000000
0.761500 -0.194034 -0.748123 103.000000
0.752251 -0.202612 -0.740768 103.000000
0.749921 -0.212946 -0.740211 100.000000
0.761434 -0.227401 -0.753381 75.000000
0.779686 -0.244377 -0.773300 98.000000
0.770135 -0.252821 -0.765644 98.000000
0.770854 -0.264551 -0.768257 100.000000
0.778338 -0.278797 -0.777611 100.000000
0.778497 -0.290845 -0.780341 98.000000
0.772103 -0.300168 -0.775879 100.000000
0.772095 -0.312206 -0.778462 98.000000
0.768582 -0.322852 -0.777592 95.000000
0.768353 -0.334960 -0.780024 100.000000
0.764684 -0.345548 -0.779011 100.000000
0.764304 -0.357655 -0.781325 95.000000
0.763749 -0.369785 -0.783559 98.000000
0.766416 -0.383581 -0.789098 98.000000
0.752196 -0.389206 -0.777956 100.000000
0.754665 -0.403033 -0.783375 98.000000
0.750134 -0.413547 -0.782242 98.000000
0.755137 -0.429509 -0.791174 98.000000
0.756754 -0.443760 -0.796642 103.000000
0.751872 -0.454320 -0.795304 98.000000
0.753220 -0.468730 -0.800630 100.000000
0.741927 -0.475186 -0.792447 98.000000
0.739937 -0.487577 -0.794302 98.000000
0.740918 -0.502039 -0.799365 95.000000
0.722916 -0.504006 -0.784746 45.000000
0.735867 -0.527122 -0.802962 95.000000
0.723889 -0.533093 -0.794897 98.000000
0.724383 -0.547653 -0.799675 95.000000
0.718253 -0.557919 -0.798087 98.000000
0.732684 -0.584506 -0.819501 95.000000
0.726225 -0.594878 -0.817753 98.000000
0.722618 -0.607605 -0.819244 95.000000
0.721747 -0.622809 -0.823914 36.000000
0.726328 -0.643086 -0.835039 95.000000
0.711022 -0.645703 -0.823246 95.000000
0.701329 -0.653187 -0.817993 98.000000
0.702674 -0.671040 -0.825590 95.000000
0.703146 -0.689249 -0.833453 95.000000
