x y z intensity
0.454624 0.633308 -0.634228 49.000000
0.482126 0.654423 -0.664645 59.000000
0.468272 0.619353 -0.638062 21.000000
0.470263 0.606176 -0.633566 48.000000
0.484071 0.608102 -0.644966 71.000000
0.493127 0.603771 -0.649987 70.000000
0.504680 0.602244 -0.658173 76.000000
0.508817 0.591773 -0.656737 37.000000
0.524919 0.595823 -0.671614 63.000000
0.536664 0.593605 -0.679802 72.000000
0.534998 0.577450 -0.671986 29.000000
0.541505 0.569427 -0.673597 35.000000
0.552669 0.567020 -0.681954 34.000000
0.564461 0.564107 -0.690058 35.000000
0.578462 0.563833 -0.701665 43.000000
0.592631 0.563261 -0.713289 34.000000
0.598591 0.554652 -0.715011 35.000000
0.607304 0.548526 -0.720003 38.000000
0.624409 0.549614 -0.734908 17.000000
0.624658 0.535733 -0.729898 37.000000
0.636197 0.531491 -0.738126 39.000000
0.656484 0.534040 -0.756343 34.000000
0.674008 0.533793 -0.771187 36.000000
0.691704 0.533139 -0.786082 39.000000
0.706018 0.530067 -0.797897 32.000000
0.726931 0.530784 -0.816106 38.000000
0.723376 0.514087 -0.807715 13.000000
0.734796 0.508069 -0.816107 28.000000
0.752872 0.505693 -0.830873 37.000000
0.758240 0.495033 -0.832412 29.000000
0.782155 0.496110 -0.854253 36.000000
0.790586 0.486960 -0.859110 34.000000
0.786438 0.470123 -0.850296 24.000000
0.718346 0.416931 -0.773558 30.000000
0.691072 0.388829 -0.740573 53.000000
0.717842 0.391255 -0.765488 64.000000
0.715396 0.377836 -0.759941 80.000000
0.719698 0.367708 -0.760889 94.000000
0.726785 0.359258 -0.765474 98.000000
0.733838 0.350684 -0.770000 98.000000
0.730944 0.337356 -0.764175 95.000000
0.711439 0.316811 -0.741031 98.000000
0.744775 0.319717 -0.772974 73.000000
0.728252 0.301007 -0.753101 91.000000
0.721183 0.286925 -0.743754 100.000000
0.727800 0.278108 -0.747905 100.000000
0.733984 0.269230 -0.752295 100.000000
0.737130 0.258966 -0.752858 100.000000
0.739812 0.248734 -0.753652 100.000000
0.735618 0.236272 -0.747428 100.000000
0.734711 0.224985 -0.744605 95.000000
0.730303 0.212789 -0.738228 91.000000
0.728886 0.201773 -0.735551 95.000000
0.738103 0.193447 -0.742978 92.000000
0.736546 0.182382 -0.740169 100.000000
0.735197 0.171347 -0.736967 95.000000
0.736967 0.161173 -0.737515 98.000000
0.738674 0.150999 -0.737966 98.000000
0.750809 0.142795 -0.748850 95.000000
0.759408 0.133649 -0.756178 98.000000
0.753585 0.122060 -0.749731 100.000000
0.765573 0.113208 -0.760440 100.000000
0.766665 0.102646 -0.760871 103.000000
0.764121 0.091659 -0.757727 98.000000
0.765341 0.081079 -0.757694 98.000000
0.748429 0.068900 -0.740348 100.000000
0.770208 0.060296 -0.761831 95.000000
0.760246 0.048981 -0.751331 79.000000
0.760866 0.038499 -0.751331 95.000000
0.764684 0.028181 -0.755039 92.000000
0.754176 0.017404 -0.744633 84.000000
0.761421 0.007086 -0.751723 98.000000
