x y z intensity
0.434268 0.604951 -0.605830 95.000000
0.445392 0.604563 -0.614006 95.000000
0.430997 0.570052 -0.587271 34.000000
0.446631 0.575715 -0.601728 83.000000
0.450522 0.565956 -0.600266 81.000000
0.463977 0.568080 -0.611564 92.000000
0.480061 0.572866 -0.626067 95.000000
0.488863 0.568566 -0.630983 59.000000
0.492112 0.558584 -0.629638 80.000000
0.511108 0.565338 -0.647430 95.000000
0.509153 0.549554 -0.639523 34.000000
0.489186 0.514410 -0.608515 42.000000
0.502426 0.515472 -0.619958 41.000000
0.529684 0.529351 -0.647542 34.000000
0.548728 0.534851 -0.665598 69.000000
0.565321 0.537304 -0.680419 35.000000
0.573765 0.531648 -0.685356 35.000000
0.585017 0.528397 -0.693581 37.000000
0.585032 0.514954 -0.688562 23.000000
0.573550 0.491900 -0.670179 61.000000
0.587479 0.490791 -0.681602 53.000000
0.610212 0.496399 -0.703033 36.000000
0.624406 0.494509 -0.714433 40.000000
0.626949 0.483228 -0.712492 39.000000
1.181515 0.839675 -1.319268 25.000000
1.199357 0.829285 -1.332076 24.000000
1.205819 0.809932 -1.330748 25.000000
1.202087 0.784808 -1.319678 25.000000
1.191855 0.755977 -1.301719 27.000000
1.149944 0.708306 -1.249614 28.000000
0.687887 0.387037 -0.737161 58.000000
0.724251 0.394748 -0.772323 71.000000
0.721841 0.381240 -0.766787 91.000000
0.726182 0.371020 -0.767744 94.000000
0.733303 0.362480 -0.772339 95.000000
0.740390 0.353815 -0.776875 95.000000
0.740822 0.341915 -0.774502 98.000000
0.718058 0.319758 -0.747924 98.000000
0.751425 0.322571 -0.779875 71.000000
0.734933 0.303769 -0.760010 95.000000
0.727892 0.289594 -0.750672 100.000000
0.737909 0.281971 -0.758293 100.000000
0.740749 0.271712 -0.759229 100.000000
0.740527 0.260159 -0.756327 98.000000
0.746630 0.251027 -0.760599 100.000000
0.742461 0.238470 -0.754381 100.000000
0.741577 0.227087 -0.751564 95.000000
0.737192 0.214797 -0.745193 95.000000
0.728886 0.201773 -0.735551 98.000000
0.741568 0.194355 -0.746466 95.000000
0.740020 0.183242 -0.743660 100.000000
0.738681 0.172159 -0.740460 95.000000
0.747446 0.163465 -0.748001 98.000000
0.749176 0.153146 -0.748458 100.000000
0.754317 0.143462 -0.752349 95.000000
0.762924 0.134267 -0.759679 98.000000
0.757106 0.122630 -0.753235 100.000000
0.769101 0.113730 -0.763945 100.000000
0.766665 0.102646 -0.760871 100.000000
0.767659 0.092083 -0.761235 100.000000
0.772427 0.081830 -0.764710 100.000000
0.769712 0.070859 -0.761401 100.000000
0.777307 0.060852 -0.768853 98.000000
0.767351 0.049438 -0.758353 81.000000
0.764422 0.038679 -0.754842 88.000000
0.771798 0.028443 -0.762063 95.000000
0.768406 0.017732 -0.758683 98.000000
0.768538 0.007152 -0.758749 96.000000
0.768570 -0.003461 -0.758749 96.000000
0.772062 -0.014106 -0.762195 100.000000
0.768406 -0.024620 -0.758518 98.000000
0.771764 -0.035330 -0.761798 100.000000
0.767681 -0.045747 -0.758287 100.000000
0.770572 -0.056588 -0.761732 94.000000
0.780823 -0.068112 -0.771793 95.000000
0.772959 -0.078138 -0.764577 95.000000
0.775335 -0.089223 -0.768084 95.000000
0.774400 -0.099883 -0.767716 100.000000
0.773364 -0.110543 -0.767249 98.000000
0.771994 -0.121236 -0.767048 98.000000
0.770824 -0.131829 -0.766447 98.000000
0.762261 -0.141155 -0.759116 95.000000
0.757167 -0.150985 -0.755189 98.000000
0.755486 -0.161400 -0.754695 98.000000
0.774710 -0.176588 -0.775083 100.000000
0.769028 -0.186482 -0.771254 100.000000
0.770577 -0.197963 -0.773999 98.000000
0.775161 -0.210547 -0.780493 98.000000
0.773076 -0.221177 -0.779639 98.000000
0.767141 -0.230874 -0.775512 95.000000
0.774875 -0.244739 -0.785255 83.000000
0.779019 -0.257690 -0.791404 98.000000
0.772831 -0.267297 -0.787101 95.000000
0.773035 -0.279294 -0.789943 95.000000
0.776868 -0.292519 -0.795854 98.000000
0.773463 -0.303363 -0.795117 95.000000
0.767026 -0.312667 -0.790542 95.000000
0.760197 -0.321912 -0.786185 92.000000
0.763251 -0.335440 -0.792134 78.000000
0.769473 -0.350588 -0.801435 95.000000
0.755811 -0.356638 -0.789993 95.000000
0.755219 -0.368727 -0.792265 95.000000
0.751307 -0.379231 -0.791031 98.000000
0.750170 -0.391493 -0.793464 89.000000
0.746099 -0.401901 -0.792119 95.000000
0.744728 -0.414192 -0.794431 51.000000
0.755952 -0.433794 -0.810244 86.000000
0.745242 -0.440519 -0.801887 100.000000
0.746655 -0.454821 -0.807339 98.000000
0.744796 -0.467271 -0.809309 98.000000
0.742822 -0.479736 -0.811230 98.000000
0.740732 -0.492179 -0.813066 75.000000
0.734996 -0.502770 -0.811816 95.000000
0.726672 -0.510974 -0.806763 51.000000
0.724294 -0.523326 -0.808433 62.000000
0.712376 -0.529267 -0.800265 95.000000
0.727610 -0.555054 -0.821827 88.000000
0.724311 -0.567750 -0.823585 95.000000
0.718017 -0.578115 -0.821889 95.000000
0.720253 -0.595551 -0.830116 73.000000
0.716546 -0.608274 -0.831637 81.000000
0.715577 -0.623466 -0.836372 36.000000
0.706020 -0.631192 -0.831143 52.000000
0.704724 -0.646395 -0.835724 89.000000
0.700573 -0.659095 -0.836952 92.000000
0.704409 -0.679630 -0.847907 90.000000
0.699908 -0.692371 -0.848959 95.000000
0.694635 -0.705388 -0.850313 86.000000
0.689901 -0.718085 -0.851212 82.000000
0.699919 -0.747697 -0.871820 32.000000
0.694775 -0.760570 -0.872548 31.000000
0.665874 -0.747989 -0.844536 87.000000
0.685874 -0.789391 -0.877327 77.000000
0.677085 -0.799513 -0.874953 83.000000
0.668253 -0.809552 -0.872537 76.000000
0.666584 -0.828472 -0.879598 66.000000
0.666974 -0.850561 -0.889783 49.000000
0.650614 -0.851297 -0.877629 29.000000
0.650576 -0.873451 -0.887644 32.000000
0.641057 -0.883227 -0.884900 36.000000
0.434238 0.613359 -0.597363 98.000000
0.443097 0.609957 -0.602359 95.000000
0.435685 0.584546 -0.585402 95.000000
0.437800 0.571632 -0.580694 57.000000
0.443982 0.565083 -0.582388 51.000000
0.459292 0.570755 -0.596912 98.000000
0.465492 0.563920 -0.598613 90.000000
0.471635 0.556999 -0.600257 95.000000
0.485332 0.558721 -0.611455 95.000000
0.501754 0.563033 -0.625809 69.000000
0.512614 0.561497 -0.634068 95.000000
0.482208 0.514749 -0.590695 31.000000
0.490136 0.510574 -0.595570 35.000000
0.509268 0.516951 -0.613087 57.000000
0.539009 0.533786 -0.643859 68.000000
0.547821 0.528503 -0.648529 58.000000
0.558878 0.525867 -0.656679 79.000000
0.570015 0.522980 -0.664799 35.000000
0.592484 0.529967 -0.685986 35.000000
0.561127 0.489193 -0.644993 34.000000
0.566387 0.481167 -0.646466 49.000000
0.591898 0.489860 -0.670869 95.000000
0.597220 0.481393 -0.672301 80.000000
0.608388 0.477500 -0.680244 57.000000
1.204540 0.848753 -1.315019 25.000000
1.217258 0.833681 -1.320463 26.000000
1.207384 0.804268 -1.303015 24.000000
1.218951 0.789326 -1.308802 25.000000
1.221086 0.768313 -1.304482 28.000000
1.200894 0.733780 -1.276505 24.000000
0.732631 0.395921 -0.763805 78.000000
0.743185 0.389196 -0.771887 100.000000
0.737732 0.373775 -0.762657 100.000000
0.744908 0.365195 -0.767254 100.000000
0.745422 0.353279 -0.764957 98.000000
0.749130 0.342945 -0.766022 95.000000
0.756150 0.334055 -0.770426 98.000000
0.759771 0.323537 -0.771323 55.000000
0.732891 0.300554 -0.741434 98.000000
0.746414 0.294370 -0.752457 100.000000
0.742556 0.281548 -0.746614 103.000000
0.738907 0.268748 -0.740391 100.000000
0.745077 0.259760 -0.744679 103.000000
0.747792 0.249529 -0.745507 103.000000
0.750441 0.239231 -0.746235 103.000000
0.746050 0.226758 -0.739981 74.000000
0.738066 0.213469 -0.730270 100.000000
0.740428 0.203279 -0.730788 100.000000
0.742725 0.193089 -0.731208 98.000000
0.748146 0.183762 -0.735340 100.000000
0.749998 0.173524 -0.735958 100.000000
0.755609 0.163955 -0.739641 103.000000
0.753768 0.152886 -0.736673 100.000000
0.755393 0.142550 -0.737063 81.000000
0.764061 0.133424 -0.744311 100.000000
0.768834 0.123563 -0.748334 103.000000
0.766718 0.112493 -0.745066 100.000000
0.771339 0.102469 -0.748960 103.000000
0.772328 0.091923 -0.749290 105.000000
0.769966 0.080966 -0.745821 103.000000
0.777956 0.071091 -0.752957 103.000000
0.778453 0.060495 -0.753388 86.000000
0.768377 0.049144 -0.743037 98.000000
0.768997 0.038629 -0.743005 98.000000
0.765664 0.028016 -0.739728 98.000000
0.773017 0.017715 -0.746838 100.000000
0.765924 0.007085 -0.739955 103.000000
0.773148 -0.003412 -0.746870 103.000000
0.773116 -0.013976 -0.746805 103.000000
0.776613 -0.024653 -0.750113 100.000000
0.772820 -0.035103 -0.746411 100.000000
0.775854 -0.045879 -0.749883 103.000000
0.775228 -0.056459 -0.749817 77.000000
0.785594 -0.067970 -0.759763 98.000000
0.784792 -0.078696 -0.759563 100.000000
0.780078 -0.089048 -0.756094 103.000000
0.779146 -0.099693 -0.755728 103.000000
0.774579 -0.109831 -0.751798 100.000000
0.776751 -0.120982 -0.755063 100.000000
0.779178 -0.132163 -0.757925 98.000000
0.774090 -0.142171 -0.754132 95.000000
0.776004 -0.153483 -0.757157 103.000000
0.774333 -0.164076 -0.756655 103.000000
0.765208 -0.173140 -0.749480 100.000000
0.788013 -0.189526 -0.772974 100.000000
0.772028 -0.196716 -0.758466 103.000000
0.783740 -0.211094 -0.771777 103.000000
0.781313 -0.221860 -0.771196 100.000000
0.775342 -0.231554 -0.767141 74.000000
0.786617 -0.246549 -0.780174 98.000000
0.783949 -0.257356 -0.779377 103.000000
0.781178 -0.268094 -0.778546 98.000000
0.781767 -0.280025 -0.781036 100.000000
0.781911 -0.292120 -0.783763 98.000000
0.782307 -0.304135 -0.786133 98.000000
0.778868 -0.314944 -0.785291 100.000000
0.782065 -0.328516 -0.791234 95.000000
0.778419 -0.339348 -0.790243 98.000000
0.771363 -0.348566 -0.785815 100.000000
0.774273 -0.362320 -0.791516 98.000000
0.767056 -0.371385 -0.786951 98.000000
0.766416 -0.383581 -0.789098 98.000000
0.762007 -0.394283 -0.788103 100.000000
0.754665 -0.403033 -0.783375 95.000000
0.756601 -0.417112 -0.788986 95.000000
0.761564 -0.433164 -0.797908 98.000000
0.766333 -0.449377 -0.806726 100.000000
0.758217 -0.458154 -0.802015 98.000000
0.759524 -0.472652 -0.807329 100.000000
0.748188 -0.479196 -0.799134 98.000000
0.749264 -0.493723 -0.804314 98.000000
0.747092 -0.506222 -0.806027 95.000000
0.725979 -0.506142 -0.788071 37.000000
0.732826 -0.524944 -0.799644 93.000000
0.726905 -0.535314 -0.798209 98.000000
0.730369 -0.552180 -0.806284 95.000000
0.736061 -0.571752 -0.817875 95.000000
0.729741 -0.582158 -0.816210 95.000000
0.729141 -0.597267 -0.821037 98.000000
0.722618 -0.607605 -0.819244 91.000000
0.721747 -0.622809 -0.823914 33.000000
0.723491 -0.640574 -0.831777 83.000000
0.713832 -0.648255 -0.826500 95.000000
0.704112 -0.655779 -0.821239 98.000000
0.702674 -0.671040 -0.825590 95.000000
0.708597 -0.694592 -0.839914 95.000000
0.701337 -0.704629 -0.837653 98.000000
0.701323 -0.723114 -0.845311 83.000000
0.688542 -0.727491 -0.836493 60.000000
0.706446 -0.765785 -0.866351 87.000000
0.696011 -0.772929 -0.860600 78.000000
0.687401 -0.783147 -0.858334 95.000000
0.681263 -0.796137 -0.859156 84.000000
