x y z intensity
0.554144 0.771943 -0.773064 34.000000
0.576255 0.782192 -0.794409 35.000000
0.547482 0.724120 -0.745993 26.000000
0.557698 0.718882 -0.751364 31.000000
0.565549 0.710456 -0.753525 47.000000
0.597583 0.731664 -0.787668 52.000000
0.608078 0.725630 -0.793019 37.000000
0.621056 0.722311 -0.801606 39.000000
0.630913 0.716133 -0.807228 34.000000
0.656774 0.726460 -0.831948 46.000000
0.628042 0.677876 -0.788853 20.000000
0.643528 0.676710 -0.800506 26.000000
0.655798 0.672827 -0.809209 33.000000
0.684844 0.684414 -0.837227 31.000000
0.700101 0.682396 -0.849211 32.000000
0.718258 0.682662 -0.864494 31.000000
0.730998 0.677340 -0.873170 27.000000
0.754951 0.681883 -0.895049 32.000000
0.739728 0.651119 -0.870634 18.000000
0.755269 0.647750 -0.882513 31.000000
0.776619 0.648802 -0.901045 35.000000
0.798192 0.649318 -0.919607 30.000000
0.805309 0.637778 -0.921418 29.000000
0.830045 0.639767 -0.943299 35.000000
0.839508 0.630290 -0.948760 29.000000
0.855565 0.624709 -0.960519 33.000000
0.871066 0.619046 -0.972623 18.000000
0.892686 0.617240 -0.991469 28.000000
0.921197 0.618755 -1.016637 35.000000
0.937012 0.611748 -1.028672 28.000000
0.952864 0.604388 -1.040697 36.000000
0.965578 0.594746 -1.049268 32.000000
0.987766 0.590475 -1.067972 29.000000
1.028469 0.596928 -1.107517 26.000000
0.990430 0.557262 -1.061375 22.000000
0.983828 0.536229 -1.049129 31.000000
0.921636 0.486762 -0.979023 77.000000
0.781294 0.399178 -0.826010 39.000000
0.697453 0.344759 -0.734580 95.000000
0.697801 0.333463 -0.732187 98.000000
0.698019 0.322160 -0.729753 98.000000
0.698203 0.310917 -0.727244 95.000000
0.711526 0.305444 -0.738466 89.000000
0.724912 0.299627 -0.749646 95.000000
0.721183 0.286925 -0.743754 103.000000
0.724431 0.276820 -0.744443 100.000000
0.733984 0.269230 -0.752295 100.000000
0.737130 0.258966 -0.752858 103.000000
0.736403 0.247588 -0.750179 100.000000
0.732196 0.235173 -0.743952 100.000000
0.734711 0.224985 -0.744605 98.000000
0.730303 0.212789 -0.738228 94.000000
0.728886 0.201773 -0.735551 98.000000
0.738103 0.193447 -0.742978 95.000000
0.736546 0.182382 -0.740169 100.000000
0.735197 0.171347 -0.736967 95.000000
0.736967 0.161173 -0.737515 98.000000
0.738674 0.150999 -0.737966 100.000000
0.750809 0.142795 -0.748850 95.000000
0.759408 0.133649 -0.756178 98.000000
0.753585 0.122060 -0.749731 100.000000
0.765573 0.113208 -0.760440 100.000000
0.763132 0.102173 -0.757364 100.000000
0.764121 0.091659 -0.757727 100.000000
0.765341 0.081079 -0.757694 98.000000
0.766164 0.070532 -0.757892 98.000000
0.770208 0.060296 -0.761831 95.000000
0.756693 0.048752 -0.747821 78.000000
0.757311 0.038319 -0.747821 93.000000
0.757571 0.027919 -0.748016 95.000000
