x y z intensity
0.438791 0.611253 -0.612141 27.000000
0.752497 0.995279 -1.025344 35.000000
0.770380 0.993033 -1.037901 33.000000
0.781224 0.981393 -1.040886 34.000000
0.799207 0.978526 -1.053427 63.000000
0.822259 0.981217 -1.072341 32.000000
0.838052 0.974685 -1.081685 32.000000
0.855518 0.971076 -1.094601 42.000000
0.881662 0.975208 -1.116817 31.000000
0.865819 0.934520 -1.087513 33.000000
0.876349 0.921536 -1.090120 32.000000
0.901723 0.925137 -1.112662 35.000000
0.909558 0.908987 -1.111941 36.000000
0.916349 0.893175 -1.111516 34.000000
0.958587 0.911081 -1.153754 36.000000
0.976503 0.904824 -1.166424 33.000000
1.000101 0.903307 -1.185693 29.000000
0.990054 0.871460 -1.165259 30.000000
1.005132 0.862043 -1.174472 35.000000
1.028805 0.859483 -1.193636 37.000000
1.044011 0.849289 -1.202819 34.000000
1.059156 0.838817 -1.211865 29.000000
1.080235 0.832604 -1.227627 35.000000
1.094624 0.821827 -1.237076 32.000000
1.121807 0.819111 -1.259422 31.000000
1.124248 0.798977 -1.255324 29.000000
1.147739 0.793595 -1.274746 32.000000
1.178275 0.791431 -1.300350 37.000000
1.192841 0.778771 -1.309526 36.000000
1.204271 0.763851 -1.315278 53.000000
1.190567 0.733327 -1.293758 50.000000
1.182803 0.707065 -1.278845 66.000000
1.085430 0.629988 -1.168857 33.000000
0.802535 0.451544 -0.860021 21.000000
0.772321 0.420948 -0.823583 65.000000
0.770178 0.406770 -0.818134 95.000000
0.774810 0.395866 -0.819156 95.000000
0.788708 0.389868 -0.830693 98.000000
0.789531 0.377298 -0.828437 98.000000
0.790210 0.364709 -0.826135 91.000000
0.794165 0.353650 -0.827197 98.000000
0.804623 0.345408 -0.835088 66.000000
0.805086 0.332765 -0.832556 95.000000
0.798333 0.317619 -0.823318 100.000000
0.805297 0.307721 -0.827543 98.000000
0.811780 0.297766 -0.832031 100.000000
0.811862 0.285220 -0.829184 100.000000
0.814816 0.273951 -0.830060 98.000000
0.810890 0.260448 -0.823909 95.000000
0.810242 0.248114 -0.821153 95.000000
0.809534 0.235875 -0.818319 94.000000
0.808338 0.223767 -0.815729 95.000000
0.817804 0.214336 -0.823206 95.000000
0.816454 0.202168 -0.820470 100.000000
0.811852 0.189213 -0.813808 98.000000
0.817300 0.178742 -0.817907 98.000000
0.815692 0.166743 -0.814910 95.000000
0.820978 0.156140 -0.818836 83.000000
0.829723 0.146024 -0.826194 95.000000
0.827534 0.134038 -0.823303 98.000000
0.832604 0.123121 -0.827023 95.000000
0.830260 0.111160 -0.823985 100.000000
0.834873 0.100146 -0.827887 100.000000
0.832662 0.088211 -0.824343 95.000000
0.833559 0.076736 -0.824558 95.000000
0.834096 0.065298 -0.825024 95.000000
0.841955 0.054245 -0.832082 76.000000
0.839086 0.042457 -0.828571 84.000000
0.839374 0.030933 -0.828787 86.000000
0.839554 0.019374 -0.828931 94.000000
