x y z intensity
0.755445 1.052363 -1.053892 30.000000
0.778289 1.056427 -1.072927 30.000000
0.768805 1.016849 -1.047565 30.000000
0.794011 1.023494 -1.069739 30.000000
0.817170 1.026549 -1.088779 30.000000
0.838074 1.026114 -1.104657 30.000000
0.859187 1.025283 -1.120500 30.000000
0.885442 1.029801 -1.142851 30.000000
0.900943 1.022638 -1.152722 30.000000
0.945551 1.045876 -1.197746 30.000000
0.935601 1.009839 -1.175163 30.000000
0.933900 0.982055 -1.161710 30.000000
0.899078 0.922424 -1.109399 30.000000
0.904208 0.903640 -1.105401 30.000000
0.910943 0.887906 -1.104958 30.000000
0.920353 0.874742 -1.107735 30.000000
0.932368 0.863928 -1.113704 30.000000
0.947171 0.855499 -1.122940 30.000000
0.947864 0.834324 -1.115603 30.000000
0.948345 0.813340 -1.108118 30.000000
0.962893 0.804419 -1.117163 30.000000
0.963035 0.783416 -1.109526 30.000000
0.965787 0.764872 -1.105034 30.000000
0.971329 0.748663 -1.103860 30.000000
0.970033 0.728285 -1.096270 30.000000
0.963258 0.703343 -1.081424 30.000000
0.964502 0.685449 -1.076953 30.000000
0.971631 0.671826 -1.079150 30.000000
0.979346 0.657812 -1.080810 30.000000
0.983246 0.641933 -1.079429 30.000000
0.980798 0.622106 -1.071206 30.000000
0.984327 0.606294 -1.069643 30.000000
0.984620 0.588594 -1.064571 30.000000
0.990495 0.574887 -1.066624 30.000000
0.961768 0.541136 -1.030660 30.000000
0.971009 0.529242 -1.035460 30.000000
0.963529 0.508888 -1.023524 30.000000
0.959597 0.490277 -1.014519 30.000000
0.964701 0.476863 -1.016055 30.000000
0.959886 0.458707 -1.007187 30.000000
0.977885 0.451328 -1.022342 30.000000
0.959616 0.427327 -0.999530 30.000000
0.960893 0.412492 -0.997274 30.000000
0.955413 0.394900 -0.988013 30.000000
0.959341 0.381677 -0.989366 30.000000
0.973770 0.372098 -1.000669 30.000000
0.980901 0.359801 -1.005371 30.000000
0.985104 0.346083 -1.006123 30.000000
0.971642 0.326678 -0.989820 30.000000
1.002493 0.321989 -1.018588 30.000000
0.971603 0.297527 -0.984688 30.000000
0.985220 0.287065 -0.995912 30.000000
0.975616 0.227380 -0.977966 30.000000
0.988445 0.216171 -0.989179 30.000000
1.466435 -1.212541 -1.690117 30.000000
1.481624 -1.257745 -1.719599 30.000000
1.467924 -1.278969 -1.715719 30.000000
1.437255 -1.284927 -1.691970 30.000000
1.478812 -1.356411 -1.753705 30.000000
1.480819 -1.393146 -1.769087 30.000000
1.476812 -1.424861 -1.777659 30.000000
1.472500 -1.456641 -1.786080 30.000000
1.466452 -1.489153 -1.795105 30.000000
1.474597 -1.534839 -1.819385 30.000000
1.470090 -1.570441 -1.831146 30.000000
1.469321 -1.608464 -1.845277 30.000000
1.453740 -1.633014 -1.843796 30.000000
1.464706 -1.685768 -1.873560 30.000000
1.445935 -1.707385 -1.868489 30.000000
1.441763 -1.746616 -1.882506 30.000000
1.444266 -1.795022 -1.905797 30.000000
1.438758 -1.834783 -1.919388 30.000000
1.421015 -1.859330 -1.916843 30.000000
1.437749 -1.930297 -1.961661 30.000000
1.418994 -1.955044 -1.958746 30.000000
0.721469 1.019071 -0.992494 30.000000
0.755331 1.039772 -1.026820 30.000000
0.740897 0.994041 -0.995497 30.000000
0.766741 1.001129 -1.016999 30.000000
0.779968 0.992714 -1.023113 30.000000
0.797078 0.990516 -1.035911 30.000000
0.834930 1.011475 -1.073703 30.000000
0.855930 1.010849 -1.089356 30.000000
0.884720 1.018501 -1.114632 30.000000
0.916468 1.028398 -1.143059 30.000000
0.919080 1.006725 -1.136839 30.000000
0.943451 1.007117 -1.155707 30.000000
0.977623 1.018387 -1.187921 30.000000
0.962249 0.976765 -1.158413 30.000000
0.920920 0.911996 -1.100061 30.000000
0.925818 0.893171 -1.096014 30.000000
0.932386 0.877313 -1.095548 30.000000
0.947230 0.869070 -1.104740 30.000000
0.939510 0.840376 -1.087778 30.000000
0.951352 0.829394 -1.093542 30.000000
0.960270 0.815786 -1.096039 30.000000
0.963284 0.797224 -1.091807 30.000000
0.969019 0.781084 -1.090841 30.000000
0.968695 0.760292 -1.083107 30.000000
0.977053 0.746478 -1.085209 30.000000
0.972653 0.723829 -1.074397 30.000000
0.983738 0.712128 -1.079697 30.000000
0.981929 0.691895 -1.071990 30.000000
0.983643 0.673682 -1.067041 30.000000
0.984482 0.655788 -1.062458 30.000000
0.991372 0.641959 -1.064448 30.000000
1.001353 0.630056 -1.069742 30.000000
1.008119 0.615989 -1.071592 30.000000
1.014739 0.601873 -1.073344 30.000000
1.008504 0.580243 -1.061520 30.000000
1.005183 0.560673 -1.052981 30.000000
0.995211 0.537821 -1.037558 30.000000
0.990913 0.518928 -1.029182 30.000000
1.003315 0.508335 -1.037214 30.000000
1.005296 0.492851 -1.035453 30.000000
1.007148 0.477319 -1.033543 30.000000
1.015488 0.464881 -1.038385 30.000000
1.023813 0.452304 -1.043144 30.000000
1.018630 0.433769 -1.034119 30.000000
1.026724 0.421052 -1.038691 30.000000
1.021230 0.402751 -1.029498 30.000000
1.025272 0.388743 -1.030875 30.000000
1.019419 0.370772 -1.021465 30.000000
1.019759 0.355524 -1.019215 30.000000
1.030367 0.343821 -1.027219 30.000000
1.027101 0.327427 -1.021345 30.000000
1.002830 0.304805 -0.994672 30.000000
1.020063 0.295030 -1.009289 30.000000
1.019835 0.279988 -1.006557 30.000000
1.019495 0.265042 -1.003687 30.000000
1.018602 0.250192 -1.001167 30.000000
1.017603 0.235439 -0.998553 30.000000
1.038080 0.225246 -1.016143 30.000000
1.001486 0.203130 -0.978772 30.000000
1.017830 0.192075 -0.993131 30.000000
1.016379 0.177484 -0.990107 30.000000
1.021553 0.164179 -0.994314 30.000000
1.425373 -1.665718 -1.797571 30.000000
1.429365 -1.713340 -1.821006 30.000000
1.430148 -1.758345 -1.841040 30.000000
1.424687 -1.793980 -1.850691 30.000000
1.409956 -1.821084 -1.851474 30.000000
1.397800 -1.855017 -1.859012 30.000000
1.428582 -1.945071 -1.921817 30.000000
1.412150 -1.972628 -1.921907 30.000000
0.705494 1.010182 -0.956766 30.000000
0.716206 0.999661 -0.959861 30.000000
0.761816 1.036544 -1.009151 30.000000
0.785673 1.040540 -1.027368 30.000000
0.760817 0.982450 -0.983950 30.000000
0.785962 0.989611 -1.005531 30.000000
0.804007 0.987163 -1.017855 30.000000
0.842191 1.008233 -1.055182 30.000000
0.882565 1.031727 -1.096163 30.000000
0.898977 1.024625 -1.105444 30.000000
0.951716 1.057555 -1.158915 30.000000
0.984364 1.066360 -1.187210 30.000000
0.989871 1.046786 -1.184293 30.000000
1.020334 1.051703 -1.209418 30.000000
1.048401 1.053231 -1.231459 30.000000
1.001667 0.981840 -1.167581 30.000000
0.945326 0.904012 -1.093670 30.000000
0.947169 0.882443 -1.086370 30.000000
0.962112 0.874176 -1.095496 30.000000
0.957062 0.847877 -1.081992 30.000000
0.971827 0.839312 -1.091023 30.000000
0.977864 0.823132 -1.090247 30.000000
0.977923 0.802013 -1.082850 30.000000
0.980686 0.783458 -1.078619 30.000000
0.989222 0.769569 -1.080841 30.000000
0.994643 0.753296 -1.079691 30.000000
0.987755 0.727997 -1.065365 30.000000
0.992082 0.712112 -1.064410 30.000000
0.984609 0.687347 -1.049834 30.000000
0.991715 0.673669 -1.051976 30.000000
0.996225 0.657583 -1.050328 30.000000
1.003115 0.643754 -1.052317 30.000000
1.016309 0.633789 -1.060889 30.000000
1.023047 0.619678 -1.062744 30.000000
1.026518 0.603528 -1.061127 30.000000
1.020087 0.581877 -1.049503 30.000000
1.003622 0.555082 -1.027732 30.000000
1.005938 0.539602 -1.026222 30.000000
1.008638 0.523883 -1.024280 30.000000
1.011206 0.508163 -1.022189 30.000000
1.019751 0.495915 -1.027128 30.000000
1.021584 0.480332 -1.025307 30.000000
1.026657 0.466277 -1.026704 30.000000
1.038870 0.454954 -1.034373 30.000000
1.029680 0.435109 -1.022560 30.000000
1.031028 0.419526 -1.020337 30.000000
1.035637 0.405333 -1.021397 30.000000
1.040153 0.391048 -1.022365 30.000000
1.051030 0.379397 -1.030435 30.000000
1.062287 0.367278 -1.038054 30.000000
1.059102 0.350498 -1.032383 30.000000
1.045332 0.330499 -1.016407 30.000000
1.045337 0.315161 -1.013917 30.000000
1.045228 0.299873 -1.011330 30.000000
1.052067 0.286559 -1.015463 30.000000
1.061920 0.274109 -1.023331 30.000000
1.054383 0.256956 -1.013641 30.000000
1.032054 0.236917 -0.990547 30.000000
1.063025 0.229038 -1.018646 30.000000
1.055070 0.212328 -1.008661 30.000000
1.060905 0.198640 -1.012622 30.000000
1.055486 0.183032 -1.006632 30.000000
1.053952 0.168103 -1.003566 30.000000
1.055875 0.153752 -1.003834 30.000000
1.064568 0.140397 -1.011272 30.000000
1.065918 0.125948 -1.011722 30.000000
1.063516 0.111075 -1.008696 30.000000
1.042954 0.094658 -0.988374 30.000000
1.043965 0.080508 -0.988550 30.000000
1.037632 0.065897 -0.981772 30.000000
1.042092 0.051982 -0.985205 30.000000
1.042442 0.037881 -0.985468 30.000000
1.039028 0.023653 -0.982209 30.000000
1.079172 0.009925 -1.020077 30.000000
1.075583 -0.004697 -1.016642 30.000000
0.941159 -0.093707 -0.891885 30.000000
0.954591 -0.108120 -0.905244 30.000000
0.701999 1.020564 -0.940033 30.000000
0.702199 0.993603 -0.927628 30.000000
0.722069 0.996138 -0.942781 30.000000
0.760927 1.023692 -0.982371 30.000000
0.743970 0.974474 -0.948363 30.000000
0.773795 0.988509 -0.975796 30.000000
0.816439 1.017152 -1.018718 30.000000
0.839846 1.020469 -1.037131 30.000000
0.873608 1.035326 -1.067965 30.000000
0.907903 1.049317 -1.098904 30.000000
0.940075 1.059553 -1.126776 30.000000
0.984879 1.083927 -1.170788 30.000000
0.983433 1.055417 -1.158170 30.000000
1.024647 1.072144 -1.195625 30.000000
1.052829 1.074029 -1.217406 30.000000
1.094111 1.089374 -1.255471 30.000000
1.114596 1.081677 -1.267871 30.000000
1.027532 0.973025 -1.160281 30.000000
0.959083 0.884919 -1.073837 30.000000
0.968315 0.871509 -1.076519 30.000000
0.965927 0.847792 -1.066378 30.000000
0.977816 0.836733 -1.072076 30.000000
0.986710 0.823034 -1.074529 30.000000
0.986588 0.801985 -1.067237 30.000000
0.992252 0.785782 -1.066295 30.000000
1.006784 0.776505 -1.074974 30.000000
1.015270 0.762431 -1.077108 30.000000
1.014432 0.741463 -1.069418 30.000000
1.019490 0.725009 -1.068135 30.000000
0.998828 0.691602 -1.041162 30.000000
1.003397 0.675470 -1.039661 30.000000
1.016791 0.665844 -1.048236 30.000000
1.023746 0.651835 -1.050293 30.000000
1.027978 0.635498 -1.048486 30.000000
1.031483 0.619396 -1.047059 30.000000
1.034849 0.603334 -1.045524 30.000000
1.031527 0.583511 -1.037343 30.000000
1.014808 0.556633 -1.015842 30.000000
1.020400 0.542863 -1.017675 30.000000
1.043079 0.537396 -1.035580 30.000000
1.025587 0.511276 -1.013728 30.000000
1.027495 0.495690 -1.011997 30.000000
1.029275 0.480149 -1.010210 30.000000
1.031345 0.464376 -1.007858 30.000000
1.043132 0.453293 -1.015860 30.000000
1.044536 0.437659 -1.013782 30.000000
1.056171 0.426157 -1.021619 30.000000
1.056908 0.410570 -1.019769 30.000000
1.061468 0.396143 -1.020793 30.000000
1.069384 0.382874 -1.025027 30.000000
1.069799 0.367195 -1.022887 30.000000
1.048975 0.344626 -1.000503 30.000000
1.080824 0.339310 -1.028389 30.000000
1.067113 0.319206 -1.012136 30.000000
1.066589 0.303864 -1.009964 30.000000
1.062753 0.287423 -1.004004 30.000000
1.040897 0.266596 -0.981041 30.000000
1.065078 0.257772 -1.002221 30.000000
1.075216 0.244954 -1.009380 30.000000
1.066912 0.228134 -1.000021 30.000000
1.065648 0.213004 -0.997317 30.000000
1.060658 0.197253 -0.991092 30.000000
1.070059 0.184195 -0.998308 30.000000
1.068451 0.169170 -0.995327 30.000000
1.073660 0.155296 -0.999343 30.000000
1.079152 0.141279 -1.002911 30.000000
1.076856 0.126308 -1.000018 30.000000
1.056189 0.109539 -0.980032 30.000000
1.057335 0.095296 -0.980296 30.000000
1.065674 0.081613 -0.987258 30.000000
1.062941 0.066995 -0.983954 30.000000
1.060069 0.052521 -0.980561 30.000000
1.067761 0.038542 -0.987613 30.000000
1.071697 0.024238 -0.991185 30.000000
1.068160 0.009769 -0.987880 30.000000
1.035168 -0.004475 -0.957327 30.000000
1.115879 -0.019807 -1.031919 30.000000
1.112023 -0.034722 -1.028293 30.000000
1.111746 -0.049702 -1.027970 30.000000
1.100006 -0.063995 -1.017792 30.000000
1.106464 -0.079352 -1.024439 30.000000
1.094514 -0.093301 -1.014080 30.000000
1.100779 -0.108760 -1.020541 30.000000
1.092279 -0.122728 -1.013350 30.000000
1.098299 -0.138338 -1.019623 30.000000
1.092865 -0.152664 -1.016052 30.000000
0.681316 1.003748 -0.899097 30.000000
0.694113 0.997131 -0.905079 30.000000
0.696173 0.973611 -0.895777 30.000000
0.725293 0.989309 -0.922696 30.000000
0.757308 1.007510 -0.952783 30.000000
0.760626 0.987104 -0.946699 30.000000
0.804007 1.016313 -0.988705 30.000000
0.832348 1.026347 -1.012933 30.000000
0.848337 1.020447 -1.022032 30.000000
0.884978 1.038380 -1.055541 30.000000
0.914321 1.046504 -1.080019 30.000000
0.962470 1.074499 -1.126046 30.000000
0.992773 1.080992 -1.150656 30.000000
1.018078 1.081121 -1.169138 30.000000
1.050757 1.089571 -1.197356 30.000000
1.095812 1.107958 -1.237616 30.000000
1.138704 1.122541 -1.274880 30.000000
1.186746 1.141929 -1.319008 30.000000
0.974275 0.868762 -1.057537 30.000000
0.977496 0.850187 -1.053790 30.000000
0.983563 0.834075 -1.053125 30.000000
0.989374 0.817994 -1.052394 30.000000
0.992125 0.799420 -1.048370 30.000000
1.003717 0.788054 -1.053820 30.000000
1.012203 0.774114 -1.056042 30.000000
0.995920 0.741654 -1.032589 30.000000
1.007161 0.730107 -1.037763 30.000000
0.999503 0.705065 -1.023646 30.000000
1.013019 0.695820 -1.032318 30.000000
1.027118 0.686010 -1.040474 30.000000
1.031013 0.669933 -1.039366 30.000000
1.035354 0.653550 -1.037754 30.000000
1.038965 0.637451 -1.036426 30.000000
1.035900 0.617448 -1.028547 30.000000
1.039189 0.601372 -1.027039 30.000000
1.045651 0.587196 -1.028678 30.000000
1.048686 0.571062 -1.027009 30.000000
1.058235 0.558506 -1.031764 30.000000
1.061039 0.542319 -1.029893 30.000000
1.066566 0.527996 -1.031623 30.000000
1.075883 0.515014 -1.036152 30.000000
1.053862 0.487830 -1.011424 30.000000
1.055968 0.471864 -1.009218 30.000000
1.074757 0.463539 -1.023696 30.000000
1.079692 0.449018 -1.024977 30.000000
1.081046 0.433005 -1.022911 30.000000
1.078771 0.415689 -1.017393 30.000000
1.082906 0.401214 -1.018803 30.000000
1.087371 0.386551 -1.019695 30.000000
1.087776 0.370727 -1.017603 30.000000
1.102663 0.359450 -1.028304 30.000000
1.092123 0.340197 -1.016062 30.000000
1.106461 0.328680 -1.026967 30.000000
1.102813 0.311750 -1.021163 30.000000
1.113392 0.298835 -1.028617 30.000000
1.116692 0.283841 -1.029277 30.000000
1.115851 0.268071 -1.026933 30.000000
1.126219 0.254675 -1.034074 30.000000
1.117850 0.237267 -1.024817 30.000000
1.127631 0.223725 -1.032200 30.000000
1.111704 0.205261 -1.016055 30.000000
1.106556 0.189073 -1.009877 30.000000
1.112301 0.174811 -1.013591 30.000000
1.121271 0.161026 -1.020979 30.000000
1.112132 0.144558 -1.011121 30.000000
1.113514 0.129673 -1.011628 30.000000
1.114805 0.114789 -1.011997 30.000000
1.112262 0.099528 -1.008921 30.000000
1.139256 0.086616 -1.032573 30.000000
1.143898 0.071620 -1.036019 30.000000
1.144794 0.056344 -1.036019 30.000000
1.145171 0.041020 -1.036302 30.000000
1.134333 0.025494 -1.026428 30.000000
1.138180 0.010353 -1.029876 30.000000
1.127105 -0.004778 -1.019812 30.000000
