x y z intensity
0.741874 1.033458 -1.034960 30.000000
0.771401 1.047078 -1.063433 30.000000
0.745508 0.986035 -1.015820 30.000000
0.763291 0.983894 -1.028350 30.000000
0.790810 0.993434 -1.053658 30.000000
0.818640 1.002320 -1.079042 30.000000
0.841954 1.004719 -1.098026 30.000000
0.870476 1.012396 -1.123536 30.000000
0.895896 1.016909 -1.146264 30.000000
0.942995 1.043049 -1.194509 30.000000
0.953693 1.029367 -1.197887 30.000000
0.980988 1.031570 -1.220284 30.000000
0.959898 0.984824 -1.184447 30.000000
0.901533 0.900967 -1.102130 30.000000
0.905537 0.882636 -1.098401 30.000000
0.917622 0.872146 -1.104448 30.000000
0.929609 0.861372 -1.110409 30.000000
0.941599 0.850467 -1.116334 30.000000
0.942239 0.829372 -1.108982 30.000000
0.948345 0.813340 -1.108118 30.000000
0.957162 0.799631 -1.110513 30.000000
0.965927 0.785768 -1.112858 30.000000
0.962869 0.762561 -1.101695 30.000000
0.965442 0.744126 -1.097170 30.000000
0.970033 0.728285 -1.096270 30.000000
0.978216 0.714265 -1.098216 30.000000
0.964502 0.685449 -1.076953 30.000000
0.968594 0.669727 -1.075778 30.000000
0.976285 0.655757 -1.077433 30.000000
0.980164 0.639921 -1.076045 30.000000
0.980798 0.622106 -1.071206 30.000000
0.981202 0.604369 -1.066247 30.000000
0.987766 0.590475 -1.067972 30.000000
0.993659 0.576724 -1.070032 30.000000
0.971322 0.546511 -1.040898 30.000000
0.980623 0.534482 -1.045712 30.000000
0.973196 0.513994 -1.033793 30.000000
0.966081 0.493590 -1.021374 30.000000
0.980997 0.484918 -1.033218 30.000000
0.986095 0.471231 -1.034688 30.000000
0.984470 0.454367 -1.029227 30.000000
0.972852 0.433221 -1.013317 30.000000
0.964218 0.413919 -1.000725 30.000000
0.978798 0.404565 -1.012195 30.000000
0.955987 0.380342 -0.985906 30.000000
0.983878 0.375961 -1.011057 30.000000
0.984283 0.361041 -1.008838 30.000000
0.985104 0.346083 -1.006123 30.000000
0.971642 0.326678 -0.989820 30.000000
0.975121 0.313197 -0.990777 30.000000
0.975037 0.298578 -0.988167 30.000000
0.988665 0.288069 -0.999394 30.000000
0.982585 0.229005 -0.984952 30.000000
0.988445 0.216171 -0.989179 30.000000
0.955151 0.114574 -0.947159 30.000000
0.963762 0.102100 -0.954133 30.000000
1.432466 -1.490986 -1.767402 30.000000
1.454478 -1.553763 -1.811700 30.000000
1.453882 -1.591563 -1.825887 30.000000
1.453740 -1.633014 -1.843796 30.000000
1.457168 -1.677093 -1.863919 30.000000
1.445935 -1.707385 -1.868489 30.000000
1.446659 -1.752547 -1.888899 30.000000
1.439436 -1.789019 -1.899423 30.000000
1.436376 -1.831745 -1.916211 30.000000
1.425713 -1.865476 -1.923179 30.000000
1.428488 -1.917863 -1.949026 30.000000
1.416713 -1.951901 -1.955597 30.000000
0.710160 1.003098 -0.976938 30.000000
0.734668 1.011328 -0.998730 30.000000
0.726918 0.975286 -0.976714 30.000000
0.750176 0.979500 -0.995027 30.000000
0.765569 0.974387 -1.004225 30.000000
0.799508 0.993536 -1.039069 30.000000
0.839856 1.017443 -1.080038 30.000000
0.865912 1.022638 -1.102060 30.000000
0.899886 1.035961 -1.133740 30.000000
0.944628 1.059997 -1.178181 30.000000
0.947559 1.037920 -1.172064 30.000000
0.982761 1.049080 -1.203861 30.000000
1.020013 1.062545 -1.239430 30.000000
1.037299 1.052948 -1.248762 30.000000
0.985926 0.976373 -1.177712 30.000000
0.925818 0.893171 -1.096014 30.000000
0.932386 0.877313 -1.095548 30.000000
0.944436 0.866507 -1.101481 30.000000
0.947974 0.847947 -1.097578 30.000000
0.948503 0.826911 -1.090268 30.000000
0.963145 0.818229 -1.099321 30.000000
0.963284 0.797224 -1.091807 30.000000
0.969019 0.781084 -1.090841 30.000000
0.968695 0.760292 -1.083107 30.000000
0.962159 0.735099 -1.068666 30.000000
0.972653 0.723829 -1.074397 30.000000
0.962550 0.696790 -1.056442 30.000000
0.975830 0.687598 -1.065332 30.000000
0.983643 0.673682 -1.067041 30.000000
0.981386 0.653725 -1.059117 30.000000
0.988255 0.639940 -1.061101 30.000000
0.991936 0.624131 -1.059682 30.000000
1.008119 0.615989 -1.071592 30.000000
1.014739 0.601873 -1.073344 30.000000
1.002100 0.576559 -1.054780 30.000000
0.985853 0.549890 -1.032731 30.000000
0.991969 0.536070 -1.034179 30.000000
0.990913 0.518928 -1.029182 30.000000
1.000037 0.506673 -1.033824 30.000000
1.005296 0.492851 -1.035453 30.000000
1.010461 0.478889 -1.036942 30.000000
1.015488 0.464881 -1.038385 30.000000
1.023813 0.452304 -1.043144 30.000000
1.018630 0.433769 -1.034119 30.000000
1.023346 0.419667 -1.035275 30.000000
1.034801 0.408103 -1.043179 30.000000
1.025272 0.388743 -1.030875 30.000000
1.026260 0.373260 -1.028320 30.000000
1.023193 0.356721 -1.022647 30.000000
1.037259 0.346121 -1.034090 30.000000
1.023643 0.326324 -1.017907 30.000000
1.020180 0.310078 -1.011881 30.000000
1.030508 0.298051 -1.019623 30.000000
1.023327 0.280947 -1.010004 30.000000
1.022998 0.265953 -1.007136 30.000000
1.025627 0.251918 -1.008072 30.000000
1.035209 0.239512 -1.015829 30.000000
1.034549 0.224480 -1.012687 30.000000
1.022718 0.207437 -0.999523 30.000000
1.032016 0.194752 -1.006973 30.000000
1.037701 0.181208 -1.010879 30.000000
1.017993 0.163607 -0.990849 30.000000
1.030612 0.151212 -1.001507 30.000000
0.986863 0.117457 -0.957426 30.000000
1.009909 0.106198 -0.978239 30.000000
0.902567 0.008349 -0.871966 30.000000
0.859453 -0.003793 -0.830242 30.000000
1.334873 -1.559958 -1.683439 30.000000
1.364845 -1.636002 -1.738808 30.000000
1.381170 -1.698127 -1.777991 30.000000
1.352122 -1.702606 -1.756428 30.000000
1.402798 -1.811839 -1.842076 30.000000
1.409546 -1.870605 -1.874634 30.000000
1.361437 -1.853650 -1.831488 30.000000
1.409869 -1.969441 -1.918802 30.000000
0.696450 0.997231 -0.944500 30.000000
0.713911 0.996457 -0.956784 30.000000
0.757156 1.030205 -1.002979 30.000000
0.785673 1.040540 -1.027368 30.000000
0.765617 0.988649 -0.990158 30.000000
0.812729 1.023313 -1.039775 30.000000
0.833602 1.023500 -1.055322 30.000000
0.867182 1.038151 -1.086493 30.000000
0.907853 1.061289 -1.127572 30.000000
0.939956 1.071331 -1.155835 30.000000
0.980241 1.089253 -1.193651 30.000000
1.013238 1.097640 -1.222035 30.000000
1.021716 1.080463 -1.222394 30.000000
1.052555 1.084915 -1.247610 30.000000
1.097290 1.102345 -1.288884 30.000000
1.105950 1.084059 -1.289137 30.000000
1.014631 0.970289 -1.173852 30.000000
0.947169 0.882443 -1.086370 30.000000
0.959283 0.871605 -1.092273 30.000000
0.954206 0.845346 -1.078763 30.000000
0.968943 0.836821 -1.087786 30.000000
0.974953 0.820683 -1.087002 30.000000
0.974987 0.799604 -1.079598 30.000000
0.980686 0.783458 -1.078619 30.000000
0.986234 0.767244 -1.077576 30.000000
0.994643 0.753296 -1.079691 30.000000
0.999912 0.736957 -1.078477 30.000000
1.007392 0.723101 -1.080836 30.000000
0.987695 0.689502 -1.053125 30.000000
0.991715 0.673669 -1.051976 30.000000
0.989959 0.653447 -1.043722 30.000000
1.003115 0.643754 -1.052317 30.000000
1.013133 0.631808 -1.057573 30.000000
1.016653 0.615805 -1.056102 30.000000
1.026518 0.603528 -1.061127 30.000000
1.016849 0.580030 -1.046172 30.000000
1.019915 0.564093 -1.044416 30.000000
1.002662 0.537844 -1.022879 30.000000
1.011935 0.525595 -1.027627 30.000000
1.014521 0.509829 -1.025541 30.000000
1.019751 0.495915 -1.027128 30.000000
1.024934 0.481907 -1.028669 30.000000
1.023291 0.464749 -1.023337 30.000000
1.038870 0.454954 -1.034373 30.000000
1.029680 0.435109 -1.022560 30.000000
1.031028 0.419526 -1.020337 30.000000
1.035637 0.405333 -1.021397 30.000000
1.043597 0.392343 -1.025750 30.000000
1.054488 0.380645 -1.033824 30.000000
1.062287 0.367278 -1.038054 30.000000
1.062585 0.351651 -1.035779 30.000000
1.048828 0.331604 -1.019806 30.000000
1.052353 0.317276 -1.020721 30.000000
1.059305 0.303912 -1.024951 30.000000
1.059128 0.288483 -1.022278 30.000000
1.065460 0.275023 -1.026742 30.000000
1.054383 0.256956 -1.013641 30.000000
1.064083 0.244270 -1.021288 30.000000
1.066593 0.229807 -1.022064 30.000000
1.062223 0.213768 -1.015499 30.000000
1.057320 0.197969 -1.009201 30.000000
1.055486 0.183032 -1.006632 30.000000
1.057549 0.168677 -1.006991 30.000000
1.059478 0.154276 -1.007260 30.000000
1.057350 0.139445 -1.004416 30.000000
1.058691 0.125094 -1.004863 30.000000
1.063516 0.111075 -1.008696 30.000000
1.046575 0.094987 -0.991806 30.000000
1.058464 0.081626 -1.002280 30.000000
1.055772 0.067049 -0.998936 30.000000
1.049354 0.052344 -0.992070 30.000000
1.056971 0.038409 -0.999202 30.000000
1.046294 0.023818 -0.989077 30.000000
1.079172 0.009925 -1.020077 30.000000
1.075583 -0.004697 -1.016642 30.000000
1.071860 -0.019221 -1.013072 30.000000
1.068092 -0.033646 -1.009414 30.000000
0.984597 -0.098032 -0.933049 30.000000
0.976286 -0.110577 -0.925818 30.000000
0.697485 1.014001 -0.933988 30.000000
0.709084 1.003345 -0.936722 30.000000
0.740703 1.021845 -0.967111 30.000000
0.784559 1.055484 -1.012880 30.000000
0.767969 1.005908 -0.978955 30.000000
0.802995 1.025812 -1.012619 30.000000
0.833705 1.038663 -1.040262 30.000000
0.862342 1.047803 -1.064912 30.000000
0.896397 1.062335 -1.095825 30.000000
0.936114 1.081923 -1.133050 30.000000
0.968641 1.091749 -1.161015 30.000000
1.016395 1.118613 -1.208253 30.000000
1.023302 1.098204 -1.205122 30.000000
1.067677 1.117168 -1.245835 30.000000
1.099078 1.121208 -1.270884 30.000000
1.127100 1.122220 -1.293324 30.000000
1.156289 1.122139 -1.315298 30.000000
1.162290 1.100635 -1.312449 30.000000
0.968315 0.871509 -1.076519 30.000000
0.965927 0.847792 -1.066378 30.000000
0.980735 0.839231 -1.075276 30.000000
0.983765 0.820577 -1.071322 30.000000
0.986588 0.801985 -1.067237 30.000000
0.992252 0.785782 -1.066295 30.000000
1.009808 0.778837 -1.078202 30.000000
1.012221 0.760141 -1.073873 30.000000
1.017506 0.743710 -1.072659 30.000000
1.016392 0.722805 -1.064889 30.000000
0.998828 0.691602 -1.041162 30.000000
1.003397 0.675470 -1.039661 30.000000
1.013623 0.663769 -1.044971 30.000000
1.017367 0.647774 -1.043749 30.000000
1.027978 0.635498 -1.048486 30.000000
1.028250 0.617454 -1.043777 30.000000
1.028340 0.599540 -1.038948 30.000000
1.034802 0.585364 -1.040636 30.000000
1.014808 0.556633 -1.015842 30.000000
1.036965 0.551676 -1.034195 30.000000
1.026416 0.528811 -1.019037 30.000000
1.025587 0.511276 -1.013728 30.000000
1.027495 0.495690 -1.011997 30.000000
1.029275 0.480149 -1.010210 30.000000
1.034749 0.465908 -1.011184 30.000000
1.043132 0.453293 -1.015860 30.000000
1.044536 0.437659 -1.013782 30.000000
1.049268 0.423372 -1.014941 30.000000
1.056908 0.410570 -1.019769 30.000000
1.064949 0.397441 -1.024140 30.000000
1.065890 0.381622 -1.021677 30.000000
1.066291 0.365991 -1.019534 30.000000
1.070095 0.351565 -1.020647 30.000000
1.073760 0.337092 -1.021667 30.000000
1.067113 0.319206 -1.012136 30.000000
1.070145 0.304876 -1.013331 30.000000
1.073452 0.290317 -1.014111 30.000000
1.044474 0.267512 -0.984413 30.000000
1.072250 0.259508 -1.008970 30.000000
1.082408 0.246593 -1.016132 30.000000
1.074121 0.229675 -1.006778 30.000000
1.090934 0.218058 -1.020983 30.000000
1.067899 0.198599 -0.997858 30.000000
1.073686 0.184819 -1.001692 30.000000
1.079353 0.170896 -1.005484 30.000000
1.084579 0.156876 -1.009506 30.000000
1.079152 0.141279 -1.002911 30.000000
1.080507 0.126736 -1.003408 30.000000
1.081771 0.112192 -1.003770 30.000000
1.079287 0.097274 -1.000648 30.000000
1.069336 0.081893 -0.990651 30.000000
1.077602 0.067919 -0.997526 30.000000
1.071074 0.053066 -0.990740 30.000000
1.071430 0.038674 -0.991007 30.000000
1.075368 0.024321 -0.994580 30.000000
1.071831 0.009802 -0.991274 30.000000
1.090230 -0.004713 -1.008248 30.000000
1.093855 -0.019416 -1.011552 30.000000
1.112023 -0.034722 -1.028293 30.000000
1.115415 -0.049866 -1.031362 30.000000
